Shipment_ID,Origin,Destination,Distance_km,Vehicle_Type,Route_Traffic_Index,Weather,Driver_Experience_Years,Scheduled_Delivery_Hours,Actual_Delivery_Hours,Delayed
S0606,Jaipur,Mumbai,50.4,Rail,10.0,Foggy,7.1,1.0,2.4,1
S0607,Lucknow,Mumbai,379.7,Rail,1.8,Stormy,,2.5,4.5,1
S0608,Pune,Hyderabad,810.0,Truck,,Clear,10.9,11.6,13.3,1
S0609,Hyderabad,Pune,790.0,Truck,7.1,,,12.8,14.8,1
S0610,Pune,Delhi,492.1,Truck,7.9,Clear,1.3,8.2,8.0,0
S0611,Chennai,Kolkata,794.1,Truck,3.8,Clear,,13.8,10.8,0
S0612,Pune,Jaipur,301.3,Air,5.4,Clear,1.5,1.0,0.5,0
S0613,Lucknow,Pune,854.9,Truck,8.2,Clear,6.6,13.4,12.5,0
S0614,Kolkata,Jaipur,1614.6,Rail,3.1,Stormy,,22.9,28.6,1
S0615,Lucknow,Pune,984.2,Truck,3.0,Foggy,10.4,20.9,23.1,1
S0616,Pune,Pune,85.1,Truck,6.0,Clear,0.4,1.0,1.8,1
S0617,Lucknow,Lucknow,871.8,Rail,5.7,Clear,12.3,10.0,12.9,1
S0618,Delhi,Pune,103.0,Air,3.5,Clear,,1.0,2.9,1
S0619,Chennai,Hyderabad,1934.2,Truck,3.7,Clear,,34.6,34.4,0
S0620,Jaipur,Delhi,298.5,Truck,3.5,Rainy,2.9,2.1,3.5,1
S0621,Kolkata,Mumbai,1430.0,Truck,7.9,Rainy,7.1,24.1,29.5,1
S0622,Hyderabad,Ahmedabad,1946.9,Truck,6.9,Foggy,2.7,32.5,33.4,0
S0623,Mumbai,Jaipur,1660.8,Truck,8.5,Rainy,14.4,29.7,33.1,1
S0624,Jaipur,Mumbai,1413.7,Truck,9.8,Clear,11.6,18.5,21.4,1
S0625,Mumbai,Ahmedabad,1686.9,Truck,5.3,Rainy,10.3,29.1,30.0,0
S0626,Chennai,Delhi,1964.5,Rail,1.6,Clear,0.4,24.2,25.5,1
S0627,Kolkata,Delhi,1261.6,Truck,1.4,Clear,9.6,21.7,17.5,0
S0628,Bangalore,Jaipur,1140.4,Truck,3.7,Clear,,21.5,23.7,1
S0629,Hyderabad,Jaipur,1275.1,Truck,9.4,Clear,0.5,20.2,20.4,0
S0630,Delhi,Delhi,1088.7,Rail,5.7,Clear,0.6,15.2,14.5,0
S0631,Bangalore,Ahmedabad,1288.4,Air,3.4,Clear,0.5,2.9,6.2,1
S0632,Chennai,Pune,927.2,Truck,4.6,Foggy,,12.4,12.7,0
S0633,Jaipur,Kolkata,476.0,Rail,,Clear,4.0,5.6,7.6,1
S0634,Delhi,Chennai,284.5,Truck,6.9,Clear,18.1,11.9,13.2,1
S0635,Lucknow,Mumbai,183.3,Truck,2.4,Clear,2.9,1.0,0.5,0
S0636,Pune,Lucknow,563.5,Truck,9.8,Rainy,3.9,7.8,13.3,1
S0637,Delhi,Mumbai,139.9,Truck,5.9,Clear,17.2,3.1,2.0,0
S0638,Chennai,Lucknow,1156.0,Rail,2.2,Stormy,,12.8,15.4,1
S0639,Ahmedabad,Ahmedabad,603.5,Air,9.0,Foggy,9.8,1.0,1.4,1
S0640,Pune,Lucknow,1657.8,Truck,1.7,Clear,4.0,27.7,27.9,0
S0641,Mumbai,Jaipur,194.8,Rail,9.2,Rainy,,1.6,1.0,0
S0642,Hyderabad,Kolkata,491.4,Truck,10.0,Clear,2.1,5.5,8.2,1
S0643,Mumbai,Kolkata,1474.0,Truck,7.3,Clear,4.1,25.1,23.6,0
S0644,Delhi,Jaipur,1217.7,Truck,7.9,Rainy,0.4,19.6,25.7,1
S0645,Mumbai,Hyderabad,175.8,Truck,4.0,Clear,,4.2,4.5,0
S0646,Chennai,Ahmedabad,1760.6,Truck,9.5,Clear,1.7,30.6,32.6,1
S0647,Lucknow,Hyderabad,1760.7,Truck,5.8,Clear,10.9,27.9,30.2,1
S0648,Jaipur,Hyderabad,694.3,Truck,7.6,Clear,2.3,13.2,13.8,0
S0649,Hyderabad,Mumbai,713.8,Truck,9.3,Foggy,0.8,8.1,11.5,1
S0650,Mumbai,Delhi,1978.6,Rail,9.8,Clear,6.0,25.8,24.8,0
S0651,Mumbai,Mumbai,1271.0,Truck,8.5,Rainy,0.9,21.8,28.5,1
S0652,Delhi,Delhi,1086.1,Air,3.7,Clear,7.0,1.4,1.7,1
S0653,Jaipur,Chennai,1684.4,Truck,9.7,Rainy,17.2,29.4,32.2,1
S0654,Bangalore,Lucknow,606.3,Rail,6.7,Clear,7.6,6.0,7.1,1
S0655,Mumbai,Delhi,886.9,Air,9.4,Clear,0.1,1.3,1.5,1
S0656,Chennai,Jaipur,572.2,Rail,7.1,Foggy,4.6,7.2,9.2,1
S0657,Ahmedabad,Mumbai,1588.9,Truck,3.8,Clear,5.9,27.4,27.4,0
S0658,Hyderabad,Ahmedabad,1168.0,Rail,4.3,Clear,8.7,17.0,19.5,1
S0659,Mumbai,Lucknow,1334.7,Truck,6.0,Clear,0.3,26.7,27.3,0
S0660,Chennai,Chennai,542.0,Truck,8.1,Rainy,3.3,14.0,16.1,1
S0661,Chennai,Delhi,479.4,Truck,3.9,Clear,,11.9,10.6,0
S0662,Hyderabad,Chennai,1002.3,Truck,6.2,Foggy,,16.6,18.9,1
S0663,Bangalore,Ahmedabad,1488.3,Truck,4.1,Clear,1.9,23.1,23.3,0
S0664,Chennai,Hyderabad,1074.2,Air,8.3,Clear,2.9,1.0,0.5,0
S0665,Ahmedabad,Kolkata,113.7,Rail,5.2,Rainy,9.0,1.3,3.7,1
S0666,Chennai,Ahmedabad,1743.7,Truck,1.7,Rainy,13.3,28.6,30.3,1
S0667,Chennai,Bangalore,176.1,Air,2.5,Foggy,,1.0,0.5,0
S0668,Chennai,Ahmedabad,1913.9,Truck,1.5,Stormy,2.5,32.8,38.1,1
S0669,Lucknow,Chennai,99.0,Air,5.5,Clear,,1.0,2.2,1
S0670,Lucknow,Jaipur,1404.2,Truck,2.0,Clear,20.1,26.4,24.8,0
S0671,Bangalore,Mumbai,210.3,Truck,2.0,Clear,20.4,3.2,2.4,0
S0672,Mumbai,Jaipur,1825.8,Rail,9.5,Rainy,12.9,24.1,22.0,0
S0673,Chennai,Chennai,955.6,Rail,8.9,Foggy,7.7,12.5,13.0,0
S0674,Jaipur,Mumbai,318.2,Rail,5.1,Clear,2.0,2.4,2.5,0
S0675,Mumbai,Bangalore,714.6,Air,9.9,Clear,8.5,1.0,0.5,0
S0676,Bangalore,Kolkata,371.4,Rail,1.0,Clear,2.6,4.8,6.3,1
S0677,Kolkata,Lucknow,382.6,Rail,6.5,Rainy,2.0,4.1,2.9,0
S0678,Mumbai,Chennai,1898.8,Air,6.5,Clear,6.8,1.1,1.9,1
S0679,Mumbai,Delhi,918.2,Rail,5.1,Clear,,14.8,16.1,1
S0680,Pune,Chennai,1588.2,Truck,4.6,Clear,0.2,29.1,28.3,0
S0681,Delhi,Chennai,1297.2,Air,5.1,Rainy,3.0,1.7,3.2,1
S0682,Pune,Mumbai,1369.0,Truck,4.7,Rainy,2.9,20.0,21.2,1
S0683,Ahmedabad,Pune,306.8,Rail,7.6,Rainy,11.3,5.7,6.1,0
S0684,Lucknow,Ahmedabad,506.7,Air,2.2,Clear,0.7,1.0,0.5,0
S0685,Lucknow,Pune,1584.2,Rail,2.8,Clear,0.7,22.5,19.8,0
S0686,Delhi,Bangalore,1943.0,Rail,2.6,Rainy,0.8,25.6,25.1,0
S0687,Hyderabad,Delhi,562.2,Rail,3.4,Stormy,0.2,9.1,11.0,1
S0688,Hyderabad,Kolkata,579.6,Truck,5.7,Clear,0.4,14.9,16.7,1
S0689,Bangalore,Hyderabad,972.1,Air,2.0,Clear,5.4,2.5,1.4,0
S0690,Delhi,Bangalore,1968.5,Truck,8.8,Clear,2.8,32.5,34.6,1
S0691,Mumbai,Hyderabad,574.5,Truck,3.7,Clear,7.2,13.2,13.1,0
S0692,Hyderabad,Hyderabad,843.6,Truck,2.5,Rainy,24.5,15.1,16.7,1
S0693,Chennai,Kolkata,1788.4,Truck,7.1,Clear,5.4,31.1,30.0,0
S0694,Jaipur,Jaipur,55.7,Truck,1.3,Clear,0.3,5.0,2.8,0
S0695,Mumbai,Pune,127.5,Rail,6.6,Clear,0.6,1.5,4.2,1
S0696,Ahmedabad,Chennai,1227.9,Truck,7.3,Clear,,24.3,26.9,1
S0697,Chennai,Lucknow,1819.4,Truck,2.9,Clear,3.7,29.3,28.5,0
S0698,Chennai,Hyderabad,515.8,Truck,1.4,Clear,8.7,8.9,7.4,0
S0699,Delhi,Delhi,965.8,Truck,4.3,Clear,,13.6,15.4,1
S0700,Bangalore,Bangalore,928.4,Rail,1.9,Rainy,,11.9,11.0,0
S0701,Ahmedabad,Jaipur,972.3,Truck,2.0,Clear,15.0,15.2,14.1,0
S0702,Hyderabad,Hyderabad,1263.9,Truck,3.3,Clear,,18.3,19.0,0
S0703,Delhi,Jaipur,966.0,Truck,3.7,Stormy,2.1,16.6,22.7,1
S0704,Hyderabad,Jaipur,922.6,Truck,5.8,Rainy,16.3,15.5,16.3,0
S0705,Delhi,Hyderabad,974.9,Truck,7.1,Rainy,4.0,13.9,16.3,1
S0706,Delhi,Mumbai,1202.2,Truck,6.3,Clear,0.3,19.5,20.2,0
S0707,Delhi,Ahmedabad,1097.2,Rail,2.3,Clear,5.1,14.0,13.1,0
S0708,Bangalore,Delhi,1715.6,Rail,2.5,Clear,4.4,22.0,21.2,0
S0709,Delhi,Chennai,146.5,Truck,8.9,Clear,11.3,3.7,5.2,1
S0710,Kolkata,Chennai,1675.0,Air,6.0,Clear,5.3,4.9,5.9,1
S0711,Jaipur,Delhi,1695.7,Truck,8.8,Foggy,2.1,28.6,32.2,1
S0712,Hyderabad,Mumbai,605.6,Truck,4.3,Clear,16.9,7.1,8.8,1
S0713,Mumbai,Chennai,952.6,Air,6.5,Clear,,1.0,1.1,0
S0714,Pune,Jaipur,905.2,Truck,5.7,Clear,5.0,15.8,15.8,0
S0715,Ahmedabad,Kolkata,476.1,Air,3.9,Clear,,3.4,1.6,0
S0716,Lucknow,Bangalore,823.8,Truck,5.2,Rainy,2.3,17.2,20.7,1
S0717,Bangalore,Pune,136.6,Truck,5.5,,5.5,1.8,1.7,0
S0718,Mumbai,Chennai,591.8,Truck,2.8,Rainy,0.4,5.4,6.0,1
S0719,Chennai,Delhi,1642.5,Rail,3.8,Stormy,1.5,19.8,23.4,1
S0720,Kolkata,Kolkata,604.9,Rail,8.1,Clear,,10.1,13.3,1
S0721,Lucknow,Hyderabad,1645.5,Rail,9.2,Clear,3.3,21.1,21.6,0
S0722,Pune,Ahmedabad,1086.6,Truck,4.2,Foggy,2.6,17.1,16.0,0
S0723,Mumbai,Delhi,1765.7,Truck,3.8,Rainy,0.8,28.2,30.1,1
S0724,Lucknow,Jaipur,1170.8,Truck,2.8,Clear,2.9,21.5,21.4,0
S0725,Mumbai,Ahmedabad,107.9,Truck,7.1,Foggy,7.4,2.2,3.9,1
S0726,Kolkata,Bangalore,1367.1,Air,3.9,Clear,1.5,1.0,0.5,0
S0727,Pune,Bangalore,137.5,Truck,9.9,Foggy,0.0,1.0,5.5,1
S0728,Chennai,Mumbai,928.7,Rail,3.9,Clear,5.5,13.6,15.0,1
S0729,Delhi,Lucknow,1862.4,Rail,4.5,Clear,18.0,24.9,24.1,0
S0730,Hyderabad,Mumbai,372.1,Truck,6.4,Foggy,4.7,8.5,9.3,0
S0731,Chennai,Kolkata,810.3,Rail,8.2,Clear,0.6,11.8,9.7,0
S0732,Delhi,Ahmedabad,1473.2,Truck,5.2,Clear,,22.2,25.0,1
S0733,Bangalore,Lucknow,1770.4,Truck,4.8,Clear,10.1,29.1,28.0,0
S0734,Jaipur,Hyderabad,1358.3,Truck,10.0,Stormy,1.3,24.8,33.8,1
S0735,Ahmedabad,Jaipur,553.4,Truck,1.1,Rainy,4.7,8.4,8.8,0
S0736,Ahmedabad,Ahmedabad,1365.5,Truck,9.1,Rainy,,23.0,23.1,0
S0737,Hyderabad,Mumbai,628.6,Truck,2.3,Clear,1.2,7.7,8.4,0
S0738,Pune,Pune,1450.9,Truck,8.1,Rainy,8.4,22.5,26.9,1
S0739,Kolkata,Lucknow,1910.4,Truck,6.6,Clear,6.8,32.4,35.0,1
S0740,Pune,Lucknow,1456.7,Rail,4.1,Clear,5.4,15.5,16.1,0
S0741,Kolkata,Jaipur,1732.6,Rail,8.9,Rainy,1.3,21.5,20.7,0
S0742,Pune,Chennai,54.1,Truck,1.1,Clear,0.5,1.0,0.5,0
S0743,Jaipur,Bangalore,1449.3,Truck,3.0,Clear,4.3,25.4,24.5,0
S0744,Bangalore,Bangalore,1667.7,Rail,6.1,Clear,4.0,21.0,20.4,0
S0745,Bangalore,Pune,129.1,Truck,4.2,Clear,1.0,1.3,0.5,0
S0746,Delhi,Kolkata,1749.6,Rail,6.5,Foggy,0.3,20.8,22.6,1
S0747,Lucknow,Kolkata,550.6,Truck,1.2,Clear,0.4,10.6,7.7,0
S0748,Bangalore,Hyderabad,1347.3,Truck,2.0,Rainy,,20.7,20.3,0
S0749,Bangalore,Ahmedabad,1610.7,Truck,2.1,Clear,,26.7,23.0,0
S0750,Chennai,Delhi,1342.2,Truck,2.7,Clear,12.8,20.6,17.4,0
S0751,Chennai,Chennai,230.0,Rail,5.1,Clear,1.1,3.7,4.0,0
S0752,Delhi,Mumbai,1212.8,Truck,7.8,Rainy,16.2,19.3,21.1,1
S0753,Lucknow,Delhi,1121.7,Rail,9.1,Rainy,0.8,13.1,12.6,0
S0754,Hyderabad,Delhi,1805.6,Air,8.5,Foggy,,5.8,7.8,1
S0755,Chennai,Lucknow,838.3,Truck,2.8,Rainy,8.9,12.6,13.7,1
S0756,Hyderabad,Pune,676.1,Rail,5.0,Clear,2.2,10.3,9.5,0
S0757,Mumbai,Bangalore,1512.2,Truck,2.8,Rainy,2.8,22.4,20.9,0
S0758,Chennai,Hyderabad,854.7,Truck,,Foggy,0.7,16.8,18.0,1
S0759,Jaipur,Kolkata,1309.9,Rail,5.5,Rainy,0.7,17.0,16.5,0
S0760,Lucknow,Pune,1310.6,Truck,1.6,Clear,4.8,19.3,16.0,0
S0761,Delhi,Lucknow,1781.7,Truck,3.0,Clear,5.6,27.0,27.3,0
S0762,Mumbai,Mumbai,1217.5,Truck,9.4,Rainy,,23.3,27.5,1
S0763,Lucknow,Hyderabad,1029.2,Truck,5.2,Rainy,4.1,14.1,17.0,1
S0764,Jaipur,Lucknow,320.8,Air,5.0,Clear,5.2,3.0,4.4,1
S0765,Lucknow,Bangalore,275.7,Air,1.1,Foggy,,1.0,1.1,0
S0766,Jaipur,Bangalore,350.9,Rail,3.2,Stormy,,4.3,9.3,1
S0767,Jaipur,Bangalore,385.1,Rail,8.8,Clear,21.0,6.3,5.8,0
S0768,Hyderabad,Pune,1293.9,Truck,2.5,Foggy,0.4,20.7,21.2,0
S0769,Pune,Pune,1494.9,Truck,4.7,Clear,5.7,22.8,24.7,1
S0770,Mumbai,Kolkata,1083.5,Truck,1.1,Clear,1.0,16.5,16.0,0
S0771,Lucknow,Kolkata,1666.6,Truck,5.3,Clear,6.3,26.5,25.9,0
S0772,Kolkata,Mumbai,1983.0,Truck,1.2,Clear,6.1,32.8,31.7,0
S0773,Mumbai,Hyderabad,1649.0,Air,8.4,Rainy,1.3,1.8,0.5,0
S0774,Pune,Jaipur,1405.0,Truck,8.4,Clear,1.6,23.5,24.6,1
S0775,Mumbai,Jaipur,1088.4,Truck,,Clear,5.3,21.2,22.4,1
S0776,Bangalore,Lucknow,925.3,Truck,3.6,Clear,2.5,14.1,16.7,1
S0777,Kolkata,Bangalore,214.6,Rail,8.5,Clear,1.1,4.2,3.1,0
S0778,Pune,Hyderabad,828.8,Rail,5.9,Clear,6.6,8.8,9.5,0
S0779,Hyderabad,Delhi,1824.8,Truck,4.4,Rainy,0.8,30.5,34.3,1
S0780,Lucknow,Pune,1625.6,Truck,6.6,Clear,9.7,25.8,27.6,1
S0781,Ahmedabad,Ahmedabad,471.3,Rail,1.1,Foggy,3.6,1.4,1.8,1
S0782,Pune,Chennai,959.9,Truck,2.3,Rainy,,14.8,15.0,0
S0783,Delhi,Mumbai,1642.6,Truck,7.7,Clear,5.9,27.2,30.2,1
S0784,Lucknow,Bangalore,181.4,Rail,3.2,Foggy,3.7,1.0,0.5,0
S0785,Pune,Bangalore,805.4,Rail,6.4,Clear,1.8,8.0,9.8,1
S0786,Bangalore,Bangalore,1711.1,Truck,4.5,Clear,2.7,25.2,24.4,0
S0787,Ahmedabad,Pune,837.6,Rail,8.7,,1.8,12.1,12.3,0
S0788,Bangalore,Pune,201.3,Rail,9.6,Clear,1.5,4.8,2.0,0
S0789,Ahmedabad,Chennai,1107.9,Truck,9.0,Clear,0.9,17.8,22.6,1
S0790,Delhi,Delhi,1730.4,Air,3.4,Rainy,2.3,1.0,2.6,1
S0791,Lucknow,Hyderabad,1201.1,Rail,2.7,Clear,1.4,14.5,15.5,0
S0792,Hyderabad,Bangalore,491.2,Rail,5.3,Rainy,,8.7,9.5,0
S0793,Bangalore,Jaipur,799.3,Rail,1.1,Clear,,8.8,9.8,1
S0794,Bangalore,Kolkata,927.7,Truck,1.2,Rainy,3.5,14.1,14.8,0
S0795,Jaipur,Jaipur,1179.6,Truck,6.0,Clear,7.5,17.2,17.7,0
S0796,Ahmedabad,Lucknow,1530.7,Truck,5.7,Clear,9.2,27.9,27.8,0
S0797,Chennai,Jaipur,242.8,Truck,10.0,Clear,4.3,6.2,13.4,1
S0798,Lucknow,Lucknow,1784.8,Truck,2.8,Clear,4.8,29.7,29.5,0
S0799,Ahmedabad,Ahmedabad,74.0,Air,3.3,Clear,1.7,1.1,1.4,1
S0800,Jaipur,Kolkata,771.6,Rail,2.0,Rainy,11.3,11.2,10.8,0
S0801,Mumbai,Jaipur,103.5,Rail,9.3,Clear,0.1,1.0,0.5,0
S0802,Ahmedabad,Ahmedabad,816.3,Air,8.0,Rainy,2.1,1.0,2.4,1
S0803,Hyderabad,Mumbai,1075.3,Rail,8.4,Rainy,6.4,11.6,11.9,0
S0804,Lucknow,Hyderabad,1047.8,Truck,9.1,Foggy,0.4,17.2,20.7,1
S0805,Jaipur,Ahmedabad,373.0,Truck,5.7,Clear,1.0,2.5,5.7,1
S0806,Mumbai,Hyderabad,1309.2,Truck,5.1,Clear,4.4,22.9,26.9,1
S0807,Kolkata,Jaipur,137.3,Rail,4.0,Foggy,,3.9,6.6,1
S0808,Jaipur,Delhi,1535.7,Truck,6.3,Rainy,6.7,22.1,22.1,0
S0809,Kolkata,Ahmedabad,1896.0,Rail,5.1,Clear,8.4,23.8,22.1,0
S0810,Lucknow,Kolkata,712.5,Truck,,Clear,0.7,10.5,15.2,1
S0811,Bangalore,Jaipur,1058.6,Rail,9.4,Clear,0.1,15.6,14.6,0
S0812,Jaipur,Bangalore,788.9,Rail,9.9,,5.9,5.1,3.6,0
S0813,Delhi,Pune,63.1,Rail,8.2,Rainy,1.8,1.0,0.8,0
S0814,Kolkata,Ahmedabad,802.5,Air,7.8,Clear,4.9,1.0,2.7,1
S0815,Hyderabad,Kolkata,1593.9,Rail,7.1,Clear,0.8,18.5,19.8,1
S0816,Delhi,Mumbai,1212.2,Air,2.5,Clear,3.2,1.8,3.2,1
S0817,Pune,Bangalore,247.5,Air,1.5,Clear,3.5,1.0,0.5,0
S0818,Pune,Mumbai,1701.9,Rail,7.2,Rainy,4.4,20.1,19.2,0
S0819,Mumbai,Jaipur,1085.6,Rail,7.6,Rainy,3.6,17.7,17.9,0
S0820,Bangalore,Pune,1691.4,Truck,1.4,Clear,,28.2,28.0,0
S0821,Lucknow,Ahmedabad,1181.4,Truck,9.4,Foggy,2.0,19.7,25.6,1
S0822,Jaipur,Ahmedabad,1141.4,Truck,1.8,Clear,0.4,18.3,16.9,0
S0823,Chennai,Delhi,255.3,Truck,3.6,Clear,0.5,2.3,5.2,1
S0824,Hyderabad,Delhi,376.4,Truck,7.1,,2.8,6.1,5.7,0
S0825,Kolkata,Jaipur,1945.4,Air,2.5,Clear,2.2,3.2,2.2,0
S0826,Lucknow,Jaipur,495.5,Air,1.5,Clear,3.6,1.0,1.5,1
S0827,Delhi,Pune,1956.0,Rail,4.0,Clear,,27.5,27.8,0
S0828,Pune,Delhi,1087.2,Truck,7.9,Rainy,5.8,16.7,19.4,1
S0829,Hyderabad,Kolkata,314.8,Truck,4.7,Clear,10.0,6.6,3.5,0
S0830,Chennai,Kolkata,243.6,Truck,6.9,Rainy,1.8,2.0,5.8,1
S0831,Jaipur,Pune,457.3,Truck,6.2,Clear,1.1,4.2,5.1,1
S0832,Mumbai,Kolkata,1855.0,Truck,1.2,Foggy,0.6,30.0,31.7,1
S0833,Chennai,Lucknow,857.6,Truck,9.9,Rainy,4.8,13.8,20.0,1
S0834,Hyderabad,Hyderabad,821.1,Air,1.4,Clear,2.9,1.3,4.0,1
S0835,Chennai,Pune,660.8,Rail,9.7,Rainy,,5.5,8.1,1
S0836,Hyderabad,Pune,336.8,Truck,5.9,Clear,5.3,4.8,7.5,1
S0837,Hyderabad,Chennai,1001.3,Truck,9.7,Rainy,0.8,19.1,19.9,0
S0838,Ahmedabad,Bangalore,303.6,Truck,2.0,Clear,,6.0,6.3,0
S0839,Kolkata,Bangalore,1679.2,Truck,5.4,Rainy,3.7,30.6,31.2,0
S0840,Pune,Lucknow,772.3,Air,2.5,Rainy,6.6,2.3,2.6,1
S0841,Ahmedabad,Delhi,780.9,Truck,1.5,Clear,0.3,13.9,14.6,0
S0842,Jaipur,Jaipur,974.3,Truck,6.6,Clear,10.9,18.6,18.4,0
S0843,Ahmedabad,Jaipur,916.0,Truck,2.9,Rainy,6.1,15.8,16.8,0
S0844,Bangalore,Mumbai,1990.0,Truck,6.3,Clear,1.2,32.7,33.8,1
S0845,Bangalore,Lucknow,1113.5,Rail,2.0,Clear,1.0,14.3,13.7,0
S0846,Pune,Pune,222.0,Rail,4.0,Clear,2.8,4.5,6.6,1
S0847,Chennai,Lucknow,1233.4,Rail,8.0,Clear,,13.8,15.9,1
S0848,Kolkata,Lucknow,345.6,Truck,4.9,Stormy,9.3,4.1,9.4,1
S0849,Pune,Lucknow,110.3,Truck,6.6,Clear,3.7,4.5,5.2,1
S0850,Hyderabad,Bangalore,1942.9,Truck,6.8,Clear,9.9,30.8,30.8,0
S0851,Delhi,Lucknow,1558.4,Air,8.6,Rainy,0.0,2.9,5.9,1
S0852,Kolkata,Hyderabad,1961.2,Truck,3.9,Rainy,0.2,29.3,31.9,1
S0853,Kolkata,Jaipur,981.9,Truck,7.2,Clear,12.1,16.2,16.6,0
S0854,Hyderabad,Mumbai,1087.9,Rail,9.7,Clear,7.5,13.4,12.6,0
S0855,Hyderabad,Hyderabad,378.3,Rail,7.6,Foggy,3.0,7.2,9.9,1
S0856,Mumbai,Mumbai,531.5,Truck,5.4,Rainy,7.0,9.0,11.0,1
S0857,Pune,Chennai,1685.2,Truck,6.7,Clear,15.6,27.1,28.1,0
S0858,Hyderabad,Mumbai,744.6,Truck,7.7,Clear,,16.1,17.6,1
S0859,Bangalore,Jaipur,1662.3,Air,6.5,Clear,9.2,1.0,0.5,0
S0860,Jaipur,Jaipur,1432.6,Truck,1.2,Clear,7.1,25.4,22.4,0
S0861,Delhi,Lucknow,395.5,Air,2.8,Clear,0.9,1.0,1.7,1
S0862,Pune,Ahmedabad,1039.5,Truck,8.3,,9.0,16.0,16.5,0
S0863,Lucknow,Chennai,1370.9,Air,3.5,Clear,1.1,1.0,0.5,0
S0864,Bangalore,Pune,508.3,Rail,7.6,Rainy,,5.9,6.1,0
S0865,Chennai,Kolkata,1669.8,Truck,4.3,Clear,,29.5,27.5,0
S0866,Hyderabad,Mumbai,1112.4,Air,5.7,Rainy,,2.9,2.4,0
S0867,Lucknow,Ahmedabad,372.2,Truck,,Rainy,3.4,2.6,3.1,1
S0868,Hyderabad,Lucknow,1186.8,Air,2.6,Clear,0.5,4.3,5.7,1
S0869,Kolkata,Bangalore,1999.4,Rail,9.6,Clear,,24.8,26.7,1
S0870,Bangalore,Pune,343.5,Truck,9.0,Clear,20.6,6.1,9.6,1
S0871,Kolkata,Delhi,1642.7,Rail,6.9,Foggy,16.2,17.2,15.8,0
S0872,Mumbai,Ahmedabad,454.3,Air,5.1,Foggy,1.9,2.1,4.9,1
S0873,Kolkata,Bangalore,1575.7,Truck,7.1,Clear,28.0,27.1,27.4,0
S0874,Mumbai,Chennai,1482.4,Truck,6.6,Clear,9.3,23.0,23.3,0
S0875,Mumbai,Lucknow,636.0,Rail,6.1,Clear,4.7,10.4,9.9,0
S0876,Lucknow,Pune,685.4,Rail,1.5,Rainy,0.2,10.7,12.0,1
S0877,Hyderabad,Pune,1595.4,Truck,6.7,Clear,11.6,30.0,31.2,1
S0878,Chennai,Pune,949.8,Truck,7.9,Clear,4.1,15.7,18.8,1
S0879,Kolkata,Chennai,1475.1,Truck,9.9,,10.1,22.7,24.5,1
S0880,Bangalore,Mumbai,338.6,Truck,1.1,Clear,9.0,2.3,0.5,0
S0881,Mumbai,Delhi,1712.5,Truck,7.6,Rainy,8.9,32.4,36.7,1
S0882,Hyderabad,Chennai,1436.2,Air,6.1,Clear,6.0,1.0,2.8,1
S0883,Delhi,Kolkata,1818.5,Truck,4.9,Rainy,1.7,28.9,32.4,1
S0884,Pune,Delhi,308.1,Rail,2.1,Clear,2.0,5.1,7.9,1
S0885,Lucknow,Jaipur,1206.4,Truck,4.7,Clear,1.8,19.0,18.3,0
S0886,Chennai,Lucknow,1218.3,Truck,4.2,Rainy,0.1,14.9,17.3,1
S0887,Ahmedabad,Chennai,739.2,Truck,3.7,Stormy,4.4,13.8,18.4,1
S0888,Lucknow,Bangalore,944.0,Truck,7.6,Rainy,6.0,18.2,22.0,1
S0889,Delhi,Delhi,124.1,Rail,7.3,Clear,9.6,2.6,2.7,0
S0890,Pune,Kolkata,1504.4,Air,6.3,Clear,0.8,3.6,2.2,0
S0891,Delhi,Jaipur,1121.2,Rail,9.4,Foggy,3.9,11.2,10.5,0
S0892,Kolkata,Mumbai,162.6,Air,4.1,Clear,0.0,1.0,0.5,0
S0893,Mumbai,Bangalore,1377.5,Air,3.2,Clear,0.5,1.0,0.5,0
S0894,Chennai,Delhi,960.2,Truck,6.9,,0.3,17.6,21.9,1
S0895,Jaipur,Lucknow,117.2,Rail,2.8,Rainy,6.5,1.6,2.3,1
S0896,Mumbai,Bangalore,1940.7,Rail,3.8,Stormy,0.4,25.2,28.0,1
S0897,Jaipur,Jaipur,1900.8,Truck,3.0,Foggy,6.3,30.6,33.4,1
S0898,Pune,Bangalore,1050.2,Rail,1.6,Foggy,,8.1,7.7,0
S0899,Hyderabad,Hyderabad,232.7,Truck,8.4,Clear,10.5,3.5,6.0,1
S0900,Ahmedabad,Ahmedabad,1521.5,Truck,3.3,Clear,8.4,27.6,29.6,1
S0901,Bangalore,Mumbai,1009.3,Rail,5.3,Clear,15.8,12.4,12.4,0
S0902,Mumbai,Jaipur,639.8,Truck,1.4,Clear,10.8,11.4,8.8,0
S0903,Chennai,Bangalore,1008.3,Truck,7.3,Clear,13.5,14.4,15.4,0
S0904,Delhi,Ahmedabad,1068.8,Air,4.0,Clear,,3.0,2.7,0
S0905,Chennai,Ahmedabad,1147.3,Rail,7.7,Clear,5.9,15.2,12.4,0
S0906,Pune,Bangalore,910.4,Truck,4.7,Clear,0.9,15.2,15.2,0
S0907,Jaipur,Lucknow,1231.2,Rail,2.8,Clear,1.6,12.8,14.1,1
S0908,Delhi,Hyderabad,1841.5,Truck,5.6,Clear,1.2,34.4,36.9,1
